rental_id,vehicle_id,customer_id,pickup_location_id,return_location_id,handled_by_employee,pickup_date,expected_return_date,actual_return_date,rental_status,daily_rate_applied,total_amount,rental_days,make,model,fuel_type,transmission,category_name,customer_name,membership_type,gender,location_id,pickup_location,pickup_city,rental_month,rental_year,month_name,day_of_week,is_late_return,late_days,revenue_per_day
3074,20,153,4,4,18,2025-02-12,2025-02-17,2025-02-17,Completed,1350.0,6412.5,5,Tata,Tiago,Petrol,Manual,Hatchback,Utkarsh Chakrabarti,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2025-02,2025,February,Wednesday,0,0,1282.5
3075,13,612,9,9,45,2026-05-27,2026-05-28,2026-05-28,Completed,4150.0,3735.0,1,Toyota,Fortuner,Diesel,Manual,Suv,Nandini Bahri,Gold,Female,9,Ahmedabad Branch,Ahmedabad,2026-05,2026,May,Wednesday,0,0,3735.0
3076,133,891,2,2,9,2024-04-08,2024-04-10,2024-04-10,Completed,3500.0,6300.0,2,Mahindra,XUV700,Diesel,Automatic,Suv,Aarna Kaul,Gold,Female,2,Udaipur City Branch,Udaipur,2024-04,2024,April,Monday,0,0,3150.0
3077,34,349,5,5,25,2024-11-18,2024-11-22,2024-11-22,Completed,4000.0,15200.0,4,Kia,Seltos,Diesel,Manual,Suv,Odika Gaba,Silver,Female,5,Pune Station Branch,Pune,2024-11,2024,November,Monday,0,0,3800.0
3078,102,383,9,9,45,2024-06-10,2024-06-15,2024-06-19,Completed,7000.0,35000.0,9,Audi,A6,Petrol,Automatic,Luxury,Nitesh Mittal,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2024-06,2024,June,Monday,1,4,3888.8888888888887
3080,6,417,7,7,34,2024-05-30,2024-06-01,2024-06-01,Completed,1350.0,2700.0,2,Tata,Tiago,Petrol,Manual,Hatchback,Balhaar Guha,Regular,Male,7,Chennai Central Branch,Chennai,2024-05,2024,May,Thursday,0,0,1350.0
3081,106,347,5,5,23,2024-11-09,2024-11-10,2024-11-10,Completed,2550.0,2550.0,1,Skoda,Slavia,Petrol,Manual,Sedan,Arin Barad,Regular,Male,5,Pune Station Branch,Pune,2024-11,2024,November,Saturday,0,0,2550.0
3082,21,422,3,3,15,2026-05-20,2026-05-21,2026-05-20,Completed,1350.0,1350.0,0,Hyundai,i10,Petrol,Manual,Hatchback,Kalpit Parsa,Regular,Male,3,Delhi Airport Branch,New Delhi,2026-05,2026,May,Wednesday,0,0,1350.0
3083,145,757,3,3,11,2025-05-20,2025-05-21,2025-05-21,Completed,3250.0,3250.0,1,Toyota,Fortuner,Diesel,Automatic,Suv,Oeshi Varkey,Regular,Female,3,Delhi Airport Branch,New Delhi,2025-05,2025,May,Tuesday,0,0,3250.0
3085,35,618,2,2,8,2025-11-05,2025-11-15,2025-11-15,Completed,3950.0,37525.0,10,Kia,Seltos,Diesel,Automatic,Suv,Chasmum Bawa,Silver,Female,2,Udaipur City Branch,Udaipur,2025-11,2025,November,Wednesday,0,0,3752.5
3086,117,538,2,2,9,2025-08-30,2025-09-02,2025-09-02,Completed,1750.0,4725.0,3,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Anusha Bhasin,Gold,Female,2,Udaipur City Branch,Udaipur,2025-08,2025,August,Saturday,0,0,1575.0
3087,163,652,5,5,25,2025-04-10,2025-04-15,2025-04-15,Completed,1950.0,8775.0,5,Hyundai,Verna,Petrol,Automatic,Sedan,Jalsa Kant,Gold,Female,5,Pune Station Branch,Pune,2025-04,2025,April,Thursday,0,0,1755.0
3089,144,299,2,2,10,2025-09-02,2025-09-04,2025-09-04,Completed,8950.0,16110.0,2,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Yadavi Tank,Gold,Female,2,Udaipur City Branch,Udaipur,2025-09,2025,September,Tuesday,0,0,8055.0
3090,109,365,1,1,4,2024-05-11,2024-05-14,2024-05-16,Completed,3050.0,8235.0,5,Mahindra,XUV700,Diesel,Automatic,Suv,Lavanya Srinivas,Gold,Female,1,Jaipur Central Hub,Jaipur,2024-05,2024,May,Saturday,1,2,1647.0
3091,121,578,6,9,28,2024-12-16,2024-12-19,2024-12-19,Completed,1900.0,5415.0,3,Honda,City,Petrol,Automatic,Sedan,Hardik Rattan,Silver,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-12,2024,December,Monday,0,0,1805.0
3092,58,294,10,10,46,2025-10-28,2025-10-29,2025-10-29,Completed,2150.0,1935.0,1,Honda,City,Petrol,Manual,Sedan,Manan Jaggi,Gold,Male,10,Lucknow Branch,Lucknow,2025-10,2025,October,Tuesday,0,0,1935.0
3093,62,606,5,5,22,2024-08-09,2024-08-11,2024-08-11,Completed,2050.0,3690.0,2,Honda,City,Petrol,Manual,Sedan,Oscar Nagarajan,Gold,Male,5,Pune Station Branch,Pune,2024-08,2024,August,Friday,0,0,1845.0
3094,177,746,1,1,2,2025-04-28,2025-05-03,2025-05-04,Completed,2850.0,13537.5,6,Hyundai,Kona Electric,Electric,Manual,Electric,Tanish Mallick,Silver,Male,1,Jaipur Central Hub,Jaipur,2025-04,2025,April,Monday,1,1,2256.25
3095,127,567,9,9,44,2024-11-23,2024-11-26,2024-11-25,Completed,2000.0,6000.0,2,Honda,City,Petrol,Manual,Sedan,Kalpit Murty,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2024-11,2024,November,Saturday,0,0,3000.0
3096,166,739,9,9,42,2024-01-26,2024-01-27,2024-01-26,Completed,2500.0,2250.0,0,Honda,City,Petrol,Automatic,Sedan,Samar Bali,Gold,Other,9,Ahmedabad Branch,Ahmedabad,2024-01,2024,January,Friday,0,0,2250.0
3097,52,134,4,4,16,2025-11-03,2025-11-06,2025-11-06,Completed,2300.0,6210.0,3,Hyundai,Verna,Petrol,Manual,Sedan,Sai Swamy,Gold,Male,4,Mumbai Andheri Branch,Mumbai,2025-11,2025,November,Monday,0,0,2070.0
3098,165,248,9,9,44,2025-06-09,2025-06-12,2025-06-12,Completed,3450.0,8797.5,3,Toyota,Innova Crysta,Diesel,Automatic,Van,Kamya Chauhan,Platinum,Female,9,Ahmedabad Branch,Ahmedabad,2025-06,2025,June,Monday,0,0,2932.5
3099,28,831,9,9,43,2025-02-02,2025-02-05,2025-02-05,Completed,1550.0,4417.5,3,Hyundai,i10,Petrol,Manual,Hatchback,Caleb Majumdar,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2025-02,2025,February,Sunday,0,0,1472.5
3101,148,322,5,5,24,2024-11-19,2024-11-20,2024-11-19,Completed,2300.0,2185.0,0,Skoda,Slavia,Petrol,Automatic,Sedan,Hemani Dayal,Silver,Female,5,Pune Station Branch,Pune,2024-11,2024,November,Tuesday,0,0,2185.0
3102,53,73,8,8,37,2026-01-22,2026-02-01,2026-02-01,Completed,3450.0,32775.0,10,Hyundai,Kona Electric,Electric,Manual,Electric,Anirudh Chopra,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2026-01,2026,January,Thursday,0,0,3277.5
3103,109,768,1,1,3,2026-06-19,2026-06-20,2026-06-21,Completed,3050.0,3050.0,2,Mahindra,XUV700,Diesel,Automatic,Suv,Eshana Misra,Regular,Female,1,Jaipur Central Hub,Jaipur,2026-06,2026,June,Friday,1,1,1525.0
3104,79,679,7,7,35,2025-05-25,2025-05-29,2025-05-28,Completed,1850.0,7400.0,3,Hyundai,Verna,Petrol,Manual,Sedan,Oeshi Wali,Regular,Female,7,Chennai Central Branch,Chennai,2025-05,2025,May,Sunday,0,0,2466.6666666666665
3105,84,233,4,4,19,2025-10-13,2025-10-16,2025-10-16,Completed,2000.0,5700.0,3,Hyundai,Verna,Petrol,Manual,Sedan,Madhavi Savant,Silver,Female,4,Mumbai Andheri Branch,Mumbai,2025-10,2025,October,Monday,0,0,1900.0
3106,154,214,6,6,30,2026-05-04,2026-05-05,2026-05-04,Completed,1800.0,1530.0,0,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Sai Sandhu,Platinum,Male,6,Bengaluru Whitefield Branch,Bengaluru,2026-05,2026,May,Monday,0,0,1530.0
3107,102,528,9,9,42,2026-03-04,2026-03-08,2026-03-08,Completed,7000.0,26600.0,4,Audi,A6,Petrol,Automatic,Luxury,Samesh Savant,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2026-03,2026,March,Wednesday,0,0,6650.0
3108,169,27,2,2,7,2025-07-05,2025-07-08,2025-07-08,Completed,1550.0,4650.0,3,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Kashvi Bhardwaj,Regular,Female,2,Udaipur City Branch,Udaipur,2025-07,2025,July,Saturday,0,0,1550.0
3109,174,589,6,6,29,2024-10-03,2024-10-13,2024-10-13,Completed,1650.0,16500.0,10,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Nathaniel Kanda,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-10,2024,October,Thursday,0,0,1650.0
3110,127,458,9,6,44,2026-01-03,2026-01-10,2026-01-09,Completed,2000.0,14000.0,6,Honda,City,Petrol,Manual,Sedan,Teerth Majumdar,Regular,Male,9,Ahmedabad Branch,Ahmedabad,2026-01,2026,January,Saturday,0,0,2333.3333333333335
3111,29,555,10,2,46,2024-03-01,2024-03-02,2024-03-06,Completed,1700.0,1615.0,5,Tata,Tiago,Petrol,Manual,Hatchback,Gaurav Kapoor,Silver,Male,10,Lucknow Branch,Lucknow,2024-03,2024,March,Friday,1,4,323.0
3112,71,285,6,6,29,2024-12-29,2025-01-03,2025-01-07,Completed,3400.0,17000.0,9,Toyota,Fortuner,Diesel,Manual,Suv,Ubika Shankar,Regular,Female,6,Bengaluru Whitefield Branch,Bengaluru,2024-12,2024,December,Sunday,1,4,1888.888888888889
3113,24,738,4,4,17,2025-01-20,2025-01-22,2025-01-23,Completed,1450.0,2755.0,3,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Jeremiah Dhingra,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2025-01,2025,January,Monday,1,1,918.3333333333334
3114,97,712,8,8,39,2025-01-15,2025-01-17,2025-01-17,Completed,2250.0,4275.0,2,Hyundai,Verna,Petrol,Automatic,Sedan,Noah Mall,Silver,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-01,2025,January,Wednesday,0,0,2137.5
3116,63,56,1,1,4,2026-02-09,2026-02-13,2026-02-13,Completed,2600.0,10400.0,4,Skoda,Slavia,Petrol,Manual,Sedan,Kevin D’Alia,Regular,Male,1,Jaipur Central Hub,Jaipur,2026-02,2026,February,Monday,0,0,2600.0
3117,97,854,8,8,39,2026-05-07,2026-05-09,2026-05-09,Completed,2250.0,4050.0,2,Hyundai,Verna,Petrol,Automatic,Sedan,Quincy Patla,Gold,Male,8,Hyderabad Hitech Branch,Hyderabad,2026-05,2026,May,Thursday,0,0,2025.0
3118,1,503,9,7,42,2024-06-17,2024-06-21,2024-06-25,Completed,3000.0,10800.0,8,Hyundai,Creta,Diesel,Automatic,Suv,Gayathri Dewan,Gold,Female,9,Ahmedabad Branch,Ahmedabad,2024-06,2024,June,Monday,1,4,1350.0
3119,102,125,9,7,44,2024-04-24,2024-04-26,2024-04-26,Completed,7000.0,13300.0,2,Audi,A6,Petrol,Automatic,Luxury,Michael Pillay,Silver,Male,9,Ahmedabad Branch,Ahmedabad,2024-04,2024,April,Wednesday,0,0,6650.0
3120,121,454,6,6,26,2025-10-17,2025-10-21,2025-10-20,Completed,1900.0,7600.0,3,Honda,City,Petrol,Automatic,Sedan,Charan Bal,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2025-10,2025,October,Friday,0,0,2533.3333333333335
3121,141,473,8,8,36,2025-01-31,2025-02-02,2025-02-04,Completed,1450.0,2900.0,4,Tata,Tiago,Petrol,Manual,Hatchback,Ryan Narula,Regular,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-01,2025,January,Friday,1,2,725.0
3122,121,464,6,6,30,2025-07-08,2025-07-14,2025-07-13,Completed,1900.0,10260.0,5,Honda,City,Petrol,Automatic,Sedan,Mugdha Swaminathan,Gold,Female,6,Bengaluru Whitefield Branch,Bengaluru,2025-07,2025,July,Tuesday,0,0,2052.0
3123,176,442,5,5,23,2026-01-28,2026-02-11,2026-02-11,Completed,1300.0,18200.0,14,Hyundai,i10,Petrol,Manual,Hatchback,Amol Gola,Regular,Male,5,Pune Station Branch,Pune,2026-01,2026,January,Wednesday,0,0,1300.0
3125,169,90,2,2,9,2026-05-28,2026-05-29,2026-05-29,Completed,1550.0,1395.0,1,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Vedika Wali,Gold,Female,2,Udaipur City Branch,Udaipur,2026-05,2026,May,Thursday,0,0,1395.0
3126,156,658,6,6,26,2025-02-19,2025-02-24,2025-02-23,Completed,3750.0,17812.5,4,Toyota,Fortuner,Diesel,Manual,Suv,Charan Amble,Silver,Male,6,Bengaluru Whitefield Branch,Bengaluru,2025-02,2025,February,Wednesday,0,0,4453.125
3127,170,830,2,2,8,2025-11-17,2025-11-22,2025-11-22,Completed,1450.0,6525.0,5,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Frado Banik,Gold,Male,2,Udaipur City Branch,Udaipur,2025-11,2025,November,Monday,0,0,1305.0
3128,132,745,2,2,10,2024-03-05,2024-03-06,2024-03-10,Completed,1900.0,1900.0,5,Hyundai,Verna,Petrol,Manual,Sedan,Girik Ghose,Regular,Male,2,Udaipur City Branch,Udaipur,2024-03,2024,March,Tuesday,1,4,380.0
3129,68,62,8,8,40,2024-11-08,2024-11-13,2024-11-15,Completed,1850.0,8325.0,7,Hyundai,Verna,Petrol,Automatic,Sedan,Andrew Pingle,Gold,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-11,2024,November,Friday,1,2,1189.2857142857142
3130,24,887,4,4,20,2025-07-27,2025-07-31,2025-08-01,Completed,1450.0,5800.0,5,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Triveni Guha,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2025-07,2025,July,Sunday,1,1,1160.0
3131,109,847,1,5,3,2025-11-25,2025-12-02,2025-12-01,Completed,3050.0,19215.0,6,Mahindra,XUV700,Diesel,Automatic,Suv,Xiti Maharaj,Gold,Female,1,Jaipur Central Hub,Jaipur,2025-11,2025,November,Tuesday,0,0,3202.5
3132,176,156,5,5,21,2025-05-03,2025-05-08,2025-05-08,Completed,1300.0,6175.0,5,Hyundai,i10,Petrol,Manual,Hatchback,Mitali Sarma,Silver,Female,5,Pune Station Branch,Pune,2025-05,2025,May,Saturday,0,0,1235.0
3133,89,568,6,6,26,2025-06-15,2025-06-16,2025-06-15,Completed,2250.0,2025.0,0,Hyundai,Verna,Petrol,Manual,Sedan,Nathan Sethi,Gold,Male,6,Bengaluru Whitefield Branch,Bengaluru,2025-06,2025,June,Sunday,0,0,2025.0
3134,46,292,9,1,42,2024-11-26,2024-12-10,2024-12-14,Completed,1550.0,21700.0,18,Tata,Tiago,Petrol,Automatic,Hatchback,Harita Shetty,Regular,Female,9,Ahmedabad Branch,Ahmedabad,2024-11,2024,November,Tuesday,1,4,1205.5555555555557
3135,39,703,3,3,14,2025-09-15,2025-09-17,2025-09-17,Completed,2150.0,4300.0,2,Skoda,Slavia,Petrol,Automatic,Sedan,Shivansh Ganesan,Regular,Male,3,Delhi Airport Branch,New Delhi,2025-09,2025,September,Monday,0,0,2150.0
3136,55,186,5,10,21,2026-06-03,2026-06-17,2026-06-21,Completed,3350.0,46900.0,18,Kia,Seltos,Diesel,Automatic,Suv,Ishwar Pandey,Regular,Male,5,Pune Station Branch,Pune,2026-06,2026,June,Wednesday,1,4,2605.5555555555557
3137,38,454,4,4,19,2026-05-05,2026-05-12,2026-05-12,Completed,2500.0,17500.0,7,Honda,City,Petrol,Manual,Sedan,Charan Bal,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2026-05,2026,May,Tuesday,0,0,2500.0
3138,169,762,2,2,7,2024-06-25,2024-06-27,2024-06-27,Completed,1550.0,3100.0,2,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Jhalak Kuruvilla,Regular,Female,2,Udaipur City Branch,Udaipur,2024-06,2024,June,Tuesday,0,0,1550.0
3139,166,879,9,9,43,2024-04-30,2024-05-02,2024-05-02,Completed,2500.0,4750.0,2,Honda,City,Petrol,Automatic,Sedan,Nikita Pau,Silver,Female,9,Ahmedabad Branch,Ahmedabad,2024-04,2024,April,Tuesday,0,0,2375.0
3141,127,249,9,9,42,2026-02-15,2026-02-16,2026-02-18,Completed,2000.0,1800.0,3,Honda,City,Petrol,Manual,Sedan,Baljiwan Goel,Gold,Male,9,Ahmedabad Branch,Ahmedabad,2026-02,2026,February,Sunday,1,2,600.0
3142,53,583,8,8,40,2024-05-28,2024-05-30,2024-05-29,Completed,3450.0,6555.0,1,Hyundai,Kona Electric,Electric,Manual,Electric,Raagini Kala,Silver,Female,8,Hyderabad Hitech Branch,Hyderabad,2024-05,2024,May,Tuesday,0,0,6555.0
3143,5,13,10,10,48,2026-06-26,2026-06-29,2026-06-29,Completed,3050.0,9150.0,3,Toyota,Fortuner,Diesel,Manual,Suv,Ranveer Madan,Regular,Male,10,Lucknow Branch,Lucknow,2026-06,2026,June,Friday,0,0,3050.0
3144,75,43,6,6,27,2024-06-23,2024-06-26,2024-06-26,Completed,3050.0,9150.0,3,Mahindra,XUV700,Diesel,Automatic,Suv,Suhani Bhargava,Regular,Female,6,Bengaluru Whitefield Branch,Bengaluru,2024-06,2024,June,Sunday,0,0,3050.0
3145,41,646,6,6,29,2024-01-24,2024-01-28,2024-01-28,Completed,5650.0,20340.0,4,BMW,5 Series,Petrol,Manual,Luxury,Ekansh Viswanathan,Gold,Male,6,Bengaluru Whitefield Branch,Bengaluru,2024-01,2024,January,Wednesday,0,0,5085.0
3146,52,724,4,4,19,2024-05-19,2024-05-23,2024-05-24,Completed,2300.0,9200.0,5,Hyundai,Verna,Petrol,Manual,Sedan,Darika Sachdeva,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2024-05,2024,May,Sunday,1,1,1840.0
3147,114,489,8,8,40,2026-04-29,2026-05-06,2026-05-06,Completed,6700.0,46900.0,7,Mercedes-Benz,E-Class,Petrol,Automatic,Luxury,Chaman Desai,Regular,Female,8,Hyderabad Hitech Branch,Hyderabad,2026-04,2026,April,Wednesday,0,0,6700.0
3148,121,9,6,6,28,2025-08-27,2025-08-30,2025-08-30,Completed,1900.0,5700.0,3,Honda,City,Petrol,Automatic,Sedan,Gopal Boase,Regular,Male,6,Bengaluru Whitefield Branch,Bengaluru,2025-08,2025,August,Wednesday,0,0,1900.0
3149,85,464,10,10,47,2026-06-08,2026-06-12,2026-06-11,Completed,3900.0,14040.0,3,Kia,Seltos,Diesel,Automatic,Suv,Mugdha Swaminathan,Gold,Female,10,Lucknow Branch,Lucknow,2026-06,2026,June,Monday,0,0,4680.0
3150,99,159,3,3,15,2024-06-11,2024-06-18,2024-06-18,Completed,8500.0,53550.0,7,Mercedes-Benz,E-Class,Petrol,Manual,Luxury,Daniel Dube,Gold,Male,3,Delhi Airport Branch,New Delhi,2024-06,2024,June,Tuesday,0,0,7650.0
3151,34,603,5,5,21,2024-10-02,2024-10-05,2024-10-06,Completed,4000.0,12000.0,4,Kia,Seltos,Diesel,Manual,Suv,Eesha Goel,Regular,Female,5,Pune Station Branch,Pune,2024-10,2024,October,Wednesday,1,1,3000.0
3152,154,270,6,7,30,2025-08-29,2025-08-31,2025-08-31,Completed,1800.0,3240.0,2,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Gayathri Sarma,Gold,Female,6,Bengaluru Whitefield Branch,Bengaluru,2025-08,2025,August,Friday,0,0,1620.0
3153,125,520,10,10,46,2024-11-09,2024-11-11,2024-11-11,Completed,5600.0,11200.0,2,BMW,5 Series,Petrol,Automatic,Luxury,Atharv Randhawa,Regular,Male,10,Lucknow Branch,Lucknow,2024-11,2024,November,Saturday,0,0,5600.0
3154,167,774,3,3,11,2024-12-07,2024-12-09,2024-12-09,Completed,1800.0,3240.0,2,Honda,City,Petrol,Manual,Sedan,Vihaan Bora,Gold,Male,3,Delhi Airport Branch,New Delhi,2024-12,2024,December,Saturday,0,0,1620.0
3155,158,597,2,2,10,2025-07-14,2025-07-18,2025-07-17,Completed,2350.0,9400.0,3,Hyundai,Verna,Petrol,Automatic,Sedan,Isha De,Regular,Female,2,Udaipur City Branch,Udaipur,2025-07,2025,July,Monday,0,0,3133.3333333333335
3157,143,679,4,4,18,2025-10-27,2025-10-30,2025-10-30,Completed,2400.0,7200.0,3,Honda,City,Petrol,Manual,Sedan,Oeshi Wali,Regular,Female,4,Mumbai Andheri Branch,Mumbai,2025-10,2025,October,Monday,0,0,2400.0
3158,151,78,5,5,23,2024-08-17,2024-08-21,2024-08-21,Completed,3100.0,11780.0,4,Mahindra,XUV700,Diesel,Manual,Suv,Samarth Narain,Silver,Male,5,Pune Station Branch,Pune,2024-08,2024,August,Saturday,0,0,2945.0
3159,97,525,8,8,36,2025-08-06,2025-08-10,2025-08-10,Completed,2250.0,9000.0,4,Hyundai,Verna,Petrol,Automatic,Sedan,Charan Munshi,Regular,Male,8,Hyderabad Hitech Branch,Hyderabad,2025-08,2025,August,Wednesday,0,0,2250.0
3160,43,613,10,10,47,2025-04-28,2025-04-29,2025-05-03,Completed,2250.0,2137.5,5,Skoda,Slavia,Petrol,Automatic,Sedan,Pavani Garde,Silver,Female,10,Lucknow Branch,Lucknow,2025-04,2025,April,Monday,1,4,427.5
3161,15,135,3,2,14,2025-01-31,2025-02-04,2025-02-04,Completed,2050.0,7790.0,4,Honda,City,Petrol,Automatic,Sedan,Forum Dixit,Silver,Female,3,Delhi Airport Branch,New Delhi,2025-01,2025,January,Friday,0,0,1947.5
3162,135,558,5,5,25,2025-05-20,2025-05-23,2025-05-23,Completed,1250.0,3562.5,3,Hyundai,i10,Petrol,Manual,Hatchback,Madhav Modi,Silver,Male,5,Pune Station Branch,Pune,2025-05,2025,May,Tuesday,0,0,1187.5
3163,34,887,5,5,21,2024-04-29,2024-05-02,2024-05-02,Completed,4000.0,12000.0,3,Kia,Seltos,Diesel,Manual,Suv,Triveni Guha,Regular,Female,5,Pune Station Branch,Pune,2024-04,2024,April,Monday,0,0,4000.0
3164,47,776,3,3,12,2025-04-15,2025-04-17,2025-04-17,Completed,2250.0,4500.0,2,Hyundai,Verna,Petrol,Automatic,Sedan,Chandresh Mane,Regular,Male,3,Delhi Airport Branch,New Delhi,2025-04,2025,April,Tuesday,0,0,2250.0
3165,145,669,3,3,11,2024-06-29,2024-07-05,2024-07-05,Completed,3250.0,19500.0,6,Toyota,Fortuner,Diesel,Automatic,Suv,Dhriti Singhal,Regular,Female,3,Delhi Airport Branch,New Delhi,2024-06,2024,June,Saturday,0,0,3250.0
3166,61,836,3,3,14,2025-09-22,2025-09-24,2025-09-24,Completed,3150.0,5985.0,2,Toyota,Innova Crysta,Diesel,Automatic,Van,Balhaar Thakur,Silver,Male,3,Delhi Airport Branch,New Delhi,2025-09,2025,September,Monday,0,0,2992.5
3167,142,8,3,3,12,2025-12-13,2025-12-16,2025-12-16,Completed,2300.0,6900.0,3,Honda,City,Petrol,Manual,Sedan,Balveer Memon,Regular,Male,3,Delhi Airport Branch,New Delhi,2025-12,2025,December,Saturday,0,0,2300.0
3169,70,387,4,4,16,2026-05-13,2026-05-20,2026-05-20,Completed,3500.0,22050.0,7,Maruti Suzuki,Ertiga,Diesel,Manual,Van,Waida Dua,Gold,Female,4,Mumbai Andheri Branch,Mumbai,2026-05,2026,May,Wednesday,0,0,3150.0
3170,33,31,9,9,41,2024-07-30,2024-08-02,2024-08-02,Completed,2300.0,6900.0,3,Skoda,Slavia,Petrol,Automatic,Sedan,Sudiksha Prakash,Regular,Female,9,Ahmedabad Branch,Ahmedabad,2024-07,2024,July,Tuesday,0,0,2300.0
3171,52,347,4,4,19,2024-04-05,2024-04-08,2024-04-08,Completed,2300.0,6900.0,3,Hyundai,Verna,Petrol,Manual,Sedan,Arin Barad,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2024-04,2024,April,Friday,0,0,2300.0
3172,155,104,2,2,6,2024-10-11,2024-10-14,2024-10-17,Completed,2350.0,6345.0,6,Hyundai,Verna,Petrol,Automatic,Sedan,Sachi Narang,Gold,Female,2,Udaipur City Branch,Udaipur,2024-10,2024,October,Friday,1,3,1057.5
3173,24,731,4,4,16,2025-05-14,2025-05-16,2025-05-16,Completed,1450.0,2900.0,2,Maruti Suzuki,Swift,Petrol,Manual,Hatchback,Ekalinga Devi,Regular,Male,4,Mumbai Andheri Branch,Mumbai,2025-05,2025,May,Wednesday,0,0,1450.0
3174,93,524,4,4,18,2025-01-14,2025-01-18,2025-01-18,Completed,3700.0,14060.0,4,Mahindra,XUV700,Diesel,Manual,Suv,Dominic Sridhar,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2025-01,2025,January,Tuesday,0,0,3515.0
3175,55,174,5,5,23,2025-09-04,2025-09-05,2025-09-05,Completed,3350.0,3015.0,1,Kia,Seltos,Diesel,Automatic,Suv,Ishaan Chana,Gold,Male,5,Pune Station Branch,Pune,2025-09,2025,September,Thursday,0,0,3015.0
3176,88,123,8,8,37,2024-02-03,2024-02-10,2024-02-09,Completed,3700.0,22015.0,6,Hyundai,Creta,Diesel,Automatic,Suv,Yash Khosla,Platinum,Male,8,Hyderabad Hitech Branch,Hyderabad,2024-02,2024,February,Saturday,0,0,3669.1666666666665
3177,101,664,7,7,35,2025-02-14,2025-02-15,2025-02-15,Completed,1250.0,1187.5,1,Tata,Tiago,Petrol,Automatic,Hatchback,Ikshita Oza,Silver,Female,7,Chennai Central Branch,Chennai,2025-02,2025,February,Friday,0,0,1187.5
3179,143,498,4,4,19,2026-06-28,2026-06-29,2026-06-29,Completed,2400.0,2280.0,1,Honda,City,Petrol,Manual,Sedan,Daksh Comar,Silver,Male,4,Mumbai Andheri Branch,Mumbai,2026-06,2026,June,Sunday,0,0,2280.0
3180,37,740,10,10,49,2024-09-15,2024-09-25,2024-09-24,Completed,4000.0,38000.0,9,Hyundai,Creta,Diesel,Manual,Suv,Robert Khanna,Silver,Male,10,Lucknow Branch,Lucknow,2024-09,2024,September,Sunday,0,0,4222.222222222223
3182,5,437,10,10,49,2025-10-05,2025-10-09,2025-10-09,Completed,3050.0,11590.0,4,Toyota,Fortuner,Diesel,Manual,Suv,Victor Kohli,Silver,Male,10,Lucknow Branch,Lucknow,2025-10,2025,October,Sunday,0,0,2897.5
3184,15,661,3,3,14,2025-06-17,2025-06-20,2025-06-20,Completed,2050.0,6150.0,3,Honda,City,Petrol,Automatic,Sedan,Girindra Doctor,Regular,Male,3,Delhi Airport Branch,New Delhi,2025-06,2025,June,Tuesday,0,0,2050.0
3185,16,804,5,5,23,2024-10-29,2024-11-01,2024-11-01,Completed,1550.0,4650.0,3,Tata,Tiago,Petrol,Automatic,Hatchback,Aditya Mander,Regular,Male,5,Pune Station Branch,Pune,2024-10,2024,October,Tuesday,0,0,1550.0
3186,108,191,2,2,10,2026-01-30,2026-02-13,2026-02-12,Completed,3800.0,53200.0,13,Hyundai,Kona Electric,Electric,Manual,Electric,Kabir Subramaniam,Regular,Male,2,Udaipur City Branch,Udaipur,2026-01,2026,January,Friday,0,0,4092.3076923076924
3187,115,629,7,7,33,2025-02-01,2025-02-02,2025-02-01,Completed,1650.0,1567.5,0,Maruti Suzuki,Swift,Petrol,Automatic,Hatchback,Yashasvi Varughese,Silver,Female,7,Chennai Central Branch,Chennai,2025-02,2025,February,Saturday,0,0,1567.5
