customer_id,full_name,gender,date_of_birth,city,membership_type,join_date,age,age_group,tenure_years
581,Divya Basak,Female,2002-12-29,Jaipur,Silver,2023-02-23,23,21-30,3.4
582,Rudra Taneja,Male,1961-12-01,Pune,Regular,2024-12-28,64,60+,1.6
583,Raagini Kala,Female,2001-06-18,Hyderabad,Silver,2023-10-20,25,21-30,2.8
584,Falan Banerjee,Male,1988-03-23,New Delhi,Regular,2024-10-19,38,31-45,1.8
585,Yahvi Sabharwal,Female,2000-04-25,Hyderabad,Platinum,2024-05-25,26,21-30,2.2
586,Meera Rajagopal,Female,1966-10-07,Chennai,Regular,2023-08-01,59,46-60,3.0
587,Aditya Raja,Male,1995-10-11,Pune,Gold,2024-01-18,30,21-30,2.5
588,Orinder Thakkar,Male,1975-01-23,New Delhi,Silver,2023-10-16,51,46-60,2.8
589,Nathaniel Kanda,Male,1961-11-28,New Delhi,Regular,2025-05-13,64,60+,1.2
590,Ayush Sodhi,Male,1984-05-31,Hyderabad,Regular,2025-03-27,42,31-45,1.4
591,Fariq Chaudhry,Male,1971-09-29,Lucknow,Gold,2023-09-14,54,46-60,2.9
592,Imaran Rama,Male,1976-07-22,Jodhpur,Gold,2025-06-12,50,46-60,1.1
593,Gaurang Khalsa,Male,1987-04-03,Ahmedabad,Silver,2025-05-08,39,31-45,1.2
594,Akshay Pandey,Male,2003-03-26,Mumbai,Gold,2024-08-23,23,21-30,1.9
595,Xiti More,Female,1968-06-28,Ahmedabad,Gold,2023-02-10,58,46-60,3.5
596,Jackson Kanda,Male,1961-06-27,Hyderabad,Silver,2024-05-24,65,60+,2.2
597,Isha De,Female,1975-12-04,Pune,Regular,2023-07-08,50,46-60,3.1
598,Ayushman Bains,Male,1967-03-28,Surat,Gold,2025-01-20,59,46-60,1.5
599,Christopher Vora,Male,1999-04-27,Ahmedabad,Silver,2025-10-19,27,21-30,0.8
600,Siya Chaudhuri,Female,1975-09-26,Lucknow,Silver,2023-12-10,50,46-60,2.7
601,Tejas Sur,Male,1989-10-20,Hyderabad,Platinum,2023-07-05,36,31-45,3.1
602,Isaac Gill,Male,1977-08-14,Mumbai,Platinum,2025-02-20,49,46-60,1.5
603,Eesha Goel,Female,1993-05-22,Chennai,Regular,2025-10-07,33,31-45,0.8
604,Amol Gopal,Male,1987-09-12,Mumbai,Silver,2025-09-07,38,31-45,0.9
605,Hemang Taneja,Other,1966-12-02,Lucknow,Silver,2025-03-04,59,46-60,1.4
606,Oscar Nagarajan,Male,1968-02-23,Udaipur,Gold,2025-07-31,58,46-60,1.0
607,Oliver Sekhon,Male,1961-02-07,Ahmedabad,Silver,2023-08-12,65,60+,3.0
608,Parth Kunda,Male,1996-01-03,Hyderabad,Regular,2025-02-06,30,21-30,1.5
609,Sanya Sarma,Female,1993-07-22,Surat,Regular,2025-10-29,33,31-45,0.8
610,Xiti Radhakrishnan,Female,1976-05-24,Chennai,Silver,2024-02-04,50,46-60,2.5
611,Isaiah Gaba,Male,1980-11-24,Lucknow,Regular,2025-05-01,45,31-45,1.3
612,Nandini Bahri,Female,1974-12-07,Udaipur,Gold,2025-10-10,51,46-60,0.8
613,Pavani Garde,Female,2000-07-19,Udaipur,Silver,2023-06-21,26,21-30,3.1
614,Charita Nigam,Female,1987-04-28,Bengaluru,Gold,2024-10-15,39,31-45,1.8
615,Amruta Sankar,Female,2002-12-31,Jodhpur,Regular,2023-06-25,23,21-30,3.1
616,Farhan Bera,Male,1965-02-23,Jaipur,Silver,2023-08-07,61,60+,3.0
617,Samarth Zachariah,Male,1972-07-11,Lucknow,Regular,2023-10-27,54,46-60,2.8
618,Chasmum Bawa,Female,1978-04-09,Jaipur,Silver,2024-08-08,48,46-60,2.0
619,Faraj Bhagat,Male,1976-10-29,Surat,Gold,2024-03-31,49,46-60,2.3
620,Wriddhish Iyengar,Male,1964-12-15,Pune,Silver,2023-08-09,61,60+,3.0
621,Chaitaly Solanki,Female,1998-07-24,Pune,Regular,2023-11-25,28,21-30,2.7
622,Warinder Suresh,Male,2000-11-10,Surat,Gold,2023-10-10,25,21-30,2.8
623,Hiral Prabhakar,Female,2000-06-08,Mumbai,Platinum,2024-01-29,26,21-30,2.5
624,Anthony Lall,Male,1980-05-18,Hyderabad,Platinum,2023-10-08,46,46-60,2.8
625,Bhavani Dora,Female,1994-06-10,Surat,Regular,2024-12-11,32,31-45,1.6
626,Orinder Sachdev,Male,2004-04-09,Mumbai,Silver,2024-09-20,22,21-30,1.9
627,Rishi Virk,Male,1979-06-06,Chennai,Gold,2024-07-24,47,46-60,2.0
628,Kamya Soni,Female,1974-01-14,Bengaluru,Gold,2024-02-25,52,46-60,2.4
629,Yashasvi Varughese,Female,1996-08-11,New Delhi,Silver,2024-12-22,30,21-30,1.6
630,Darpan Sen,Male,1968-05-15,Chennai,Silver,2025-11-14,58,46-60,0.7
631,Gopal Date,Male,1962-07-06,Lucknow,Gold,2023-03-25,64,60+,3.4
632,Harrison Divan,Male,1998-02-15,Mumbai,Regular,2023-10-02,28,21-30,2.8
633,Chameli Rama,Female,1985-08-17,Hyderabad,Regular,2024-08-10,40,31-45,2.0
634,Veer Arora,Male,1995-12-26,Mumbai,Regular,2024-10-25,30,21-30,1.8
635,Daksh Sachdeva,Male,1967-04-29,Ahmedabad,Gold,2024-08-26,59,46-60,1.9
636,Chatresh Chaudhuri,Male,1995-12-13,Jodhpur,Gold,2025-07-12,30,21-30,1.1
637,Samesh Lalla,Male,1977-10-29,Lucknow,Regular,2024-06-01,48,46-60,2.2
638,Anirudh Gera,Male,1972-12-25,Hyderabad,Platinum,2023-06-03,53,46-60,3.2
639,Anjali Randhawa,Female,2000-08-15,New Delhi,Regular,2023-12-20,25,21-30,2.6
640,Arya Soman,Female,2002-01-10,Surat,Regular,2025-08-13,24,21-30,1.0
641,Om Mitter,Male,1974-08-01,Jaipur,Regular,2025-06-16,52,46-60,1.1
642,Ishaan Desai,Male,1974-02-10,Mumbai,Silver,2025-03-03,52,46-60,1.4
643,Lipika Saha,Female,1987-10-25,Jodhpur,Silver,2023-04-06,38,31-45,3.3
644,Hitesh Ray,Male,1993-12-07,Ahmedabad,Silver,2025-03-19,32,31-45,1.4
645,Ayaan Varma,Male,1996-03-16,Jodhpur,Gold,2023-03-11,30,21-30,3.4
646,Ekansh Viswanathan,Male,2000-02-28,Jodhpur,Gold,2023-01-31,26,21-30,3.5
647,Harish Bhardwaj,Male,1971-10-26,Mumbai,Gold,2024-05-01,54,46-60,2.3
648,Hardik Mahal,Male,1977-03-02,Pune,Gold,2024-05-09,49,46-60,2.2
649,Diya Balasubramanian,Female,1971-06-24,Pune,Silver,2024-06-04,55,46-60,2.2
650,Gaurang Som,Male,1986-12-31,Bengaluru,Regular,2024-01-08,39,31-45,2.6
651,Kai Chana,Male,1973-06-02,Pune,Regular,2024-02-16,53,46-60,2.5
652,Jalsa Kant,Female,1989-09-21,Chennai,Gold,2024-12-22,36,31-45,1.6
653,Tara Varghese,Female,1961-06-29,Jodhpur,Regular,2025-04-11,65,60+,1.3
654,Vritti Deo,Female,1989-09-21,Ahmedabad,Gold,2024-10-02,36,31-45,1.8
655,Jasmit Krishnan,Female,1987-12-19,Pune,Silver,2025-10-01,38,31-45,0.8
656,Udyati Puri,Female,1998-11-29,Bengaluru,Silver,2024-05-03,27,21-30,2.3
657,Unnati Mittal,Other,1991-01-24,Pune,Silver,2025-05-27,35,31-45,1.2
658,Charan Amble,Male,1983-08-11,Jodhpur,Silver,2024-12-06,43,31-45,1.7
659,Lohit Misra,Male,1991-05-23,Mumbai,Regular,2024-05-28,35,31-45,2.2
660,Manya Nair,Female,1999-05-11,Lucknow,Gold,2023-10-06,27,21-30,2.8
661,Girindra Doctor,Male,1983-11-14,New Delhi,Regular,2023-09-13,42,31-45,2.9
662,Tamanna Nagarajan,Female,1991-03-23,Pune,Silver,2025-02-07,35,31-45,1.5
663,Manbir Lad,Male,2001-05-26,Chennai,Regular,2024-03-06,25,21-30,2.4
664,Ikshita Oza,Female,1993-04-14,Lucknow,Silver,2023-08-25,33,31-45,2.9
665,Rachita Tripathi,Female,1974-02-06,Surat,Regular,2023-07-01,52,46-60,3.1
666,Manan Chatterjee,Male,1981-10-10,Hyderabad,Silver,2025-02-28,44,31-45,1.4
667,Oviya Chakraborty,Female,1970-08-04,Ahmedabad,Silver,2023-08-26,56,46-60,2.9
668,Shivansh Narula,Male,1977-04-25,Jodhpur,Regular,2024-09-15,49,46-60,1.9
669,Dhriti Singhal,Female,1963-01-03,Udaipur,Regular,2024-11-06,63,60+,1.7
670,Warinder Hayer,Male,1983-02-10,Surat,Silver,2025-07-12,43,31-45,1.1
671,Zilmil Misra,Female,1979-03-07,New Delhi,Gold,2025-07-16,47,46-60,1.1
672,Ekantika Iyer,Female,1976-01-05,Jodhpur,Gold,2025-11-17,50,46-60,0.7
673,Ekbal Mutti,Male,1999-05-26,Surat,Regular,2023-07-12,27,21-30,3.1
674,Widisha Natarajan,Female,1988-12-26,Bengaluru,Regular,2023-07-08,37,31-45,3.1
675,Aarnav Seth,Male,1972-11-24,Hyderabad,Silver,2025-03-21,53,46-60,1.4
676,Gauri Suri,Female,1995-12-04,Jodhpur,Silver,2025-04-10,30,21-30,1.3
677,Urishilla Sanghvi,Female,1978-09-29,Udaipur,Platinum,2025-10-25,47,46-60,0.8
678,Aarnav Barad,Male,1984-08-11,Udaipur,Regular,2025-02-17,42,31-45,1.5
679,Oeshi Wali,Female,1969-03-02,Pune,Regular,2024-12-21,57,46-60,1.6
680,Isaiah Padmanabhan,Male,1974-08-20,New Delhi,Gold,2023-04-20,51,46-60,3.3
681,Fiyaz Bhattacharyya,Male,1997-08-30,Chennai,Regular,2023-11-14,28,21-30,2.7
682,Tamanna Venkatesh,Other,1987-06-05,Hyderabad,Gold,2023-12-26,39,31-45,2.6
683,Onveer Suri,Male,1976-10-03,New Delhi,Gold,2023-07-20,49,46-60,3.0
684,Adya Kari,Female,1970-09-07,Jodhpur,Silver,2025-11-14,55,46-60,0.7
685,Anthony Thaman,Other,1968-03-12,Jaipur,Regular,2024-01-26,58,46-60,2.5
686,Raghav Kumer,Male,1995-04-19,New Delhi,Regular,2024-10-25,31,31-45,1.8
687,Darika Bahri,Female,1962-10-05,Udaipur,Regular,2023-05-04,63,60+,3.3
688,Ranveer Dasgupta,Male,1985-03-21,Chennai,Regular,2024-05-20,41,31-45,2.2
689,Harshil Andra,Male,1974-02-21,Chennai,Platinum,2024-12-05,52,46-60,1.7
690,Ekapad Sahota,Male,1997-12-20,Surat,Silver,2023-04-22,28,21-30,3.3
691,Lohit Comar,Male,1995-11-27,Bengaluru,Regular,2024-06-14,30,21-30,2.1
692,Lekha Virk,Female,2004-05-19,Jaipur,Silver,2024-01-17,22,21-30,2.5
693,Neelima Dyal,Female,1962-05-13,Mumbai,Silver,2024-06-12,64,60+,2.1
694,Wridesh Narayanan,Male,1971-02-22,Pune,Gold,2023-01-14,55,46-60,3.6
695,Christopher Tak,Male,1967-04-21,Lucknow,Regular,2023-04-06,59,46-60,3.3
696,Chandresh Kunda,Male,1989-08-02,Jaipur,Regular,2024-05-01,37,31-45,2.3
697,Kevin Shetty,Male,1962-11-05,Surat,Regular,2025-05-16,63,60+,1.2
698,Maanav Parsa,Male,1996-08-30,Chennai,Silver,2023-11-30,29,21-30,2.7
699,Charvi Bath,Female,1961-01-09,Bengaluru,Platinum,2023-05-28,65,60+,3.2
700,Falguni Parmar,Other,2000-11-04,Mumbai,Silver,2025-10-14,25,21-30,0.8
701,Chakradhar Pradhan,Male,1997-04-06,Chennai,Gold,2023-07-14,29,21-30,3.1
702,Ryan Shan,Male,1972-10-27,New Delhi,Regular,2024-02-15,53,46-60,2.5
703,Shivansh Ganesan,Male,1965-09-05,Ahmedabad,Regular,2025-01-11,60,46-60,1.6
704,Fariq Chawla,Male,1979-04-24,Jodhpur,Regular,2024-09-21,47,46-60,1.9
705,Hemangini Raghavan,Female,1995-08-27,Jodhpur,Regular,2024-10-13,30,21-30,1.8
706,Wyatt Sura,Male,1965-09-03,Jaipur,Silver,2024-03-14,60,46-60,2.4
707,Bhavika Lal,Female,1990-01-24,Udaipur,Regular,2023-01-14,36,31-45,3.6
708,Pallavi Venkataraman,Female,1984-02-17,Surat,Regular,2025-01-16,42,31-45,1.5
709,Tarak Kothari,Male,1982-04-11,Udaipur,Regular,2024-12-07,44,31-45,1.7
710,Falguni Bhagat,Female,1961-02-11,New Delhi,Silver,2025-09-22,65,60+,0.9
711,Yug Gandhi,Male,1963-12-17,Jaipur,Silver,2024-06-07,62,60+,2.2
712,Noah Mall,Male,1962-11-09,Jodhpur,Silver,2023-08-26,63,60+,2.9
713,Saksham Keer,Male,1964-02-20,Surat,Silver,2024-04-18,62,60+,2.3
714,Chaitanya Tara,Male,1980-09-16,Udaipur,Gold,2023-05-07,45,31-45,3.2
715,Aditya Chauhan,Male,1978-09-29,Pune,Silver,2023-02-08,47,46-60,3.5
716,Chakradev Modi,Male,2000-08-23,Mumbai,Regular,2024-08-21,25,21-30,2.0
717,Panini Patla,Female,1997-09-23,Ahmedabad,Gold,2025-05-19,28,21-30,1.2
718,Oni Solanki,Female,1992-11-02,Chennai,Regular,2024-01-22,33,31-45,2.5
719,Dakshesh Chatterjee,Male,1994-10-05,Hyderabad,Regular,2023-08-25,31,31-45,2.9
720,Raagini Manne,Female,1985-03-27,Hyderabad,Silver,2024-02-03,41,31-45,2.5
721,Arin Gala,Male,1982-10-01,Jodhpur,Regular,2025-05-25,43,31-45,1.2
722,Chatresh Kumar,Male,1988-01-29,Lucknow,Regular,2023-07-19,38,31-45,3.0
723,Janaki Shankar,Female,1997-09-11,Udaipur,Regular,2023-07-22,28,21-30,3.0
724,Darika Sachdeva,Female,1962-09-07,Surat,Regular,2024-11-05,63,60+,1.7
725,Umang Shankar,Male,1990-03-22,Mumbai,Regular,2025-10-15,36,31-45,0.8
726,Zaid Agrawal,Male,1984-06-16,Pune,Platinum,2023-02-21,42,31-45,3.5
727,Wyatt Trivedi,Male,1995-09-27,New Delhi,Regular,2025-08-27,30,21-30,0.9
728,Eesha Chawla,Female,1978-01-09,Bengaluru,Gold,2024-10-01,48,46-60,1.8
729,Yashawini Rajagopalan,Female,1979-06-07,Surat,Regular,2024-10-10,47,46-60,1.8
730,Laksh Rao,Male,2003-12-14,Jaipur,Gold,2025-10-30,22,21-30,0.8
731,Ekalinga Devi,Male,1979-03-01,Jodhpur,Regular,2025-01-15,47,46-60,1.6
732,Naksh Kalla,Male,1969-08-18,Hyderabad,Regular,2024-10-26,57,46-60,1.8
733,Pooja Deo,Female,2004-10-01,Surat,Regular,2024-11-23,21,21-30,1.7
734,Zayan Naidu,Male,1992-07-22,New Delhi,Gold,2025-03-21,34,31-45,1.4
735,Sathvik Walla,Male,1973-06-16,Hyderabad,Regular,2025-06-21,53,46-60,1.1
736,Chatresh Bakshi,Male,1977-09-23,Hyderabad,Regular,2023-02-26,48,46-60,3.4
737,Irya Loke,Female,1994-05-08,New Delhi,Silver,2023-06-21,32,31-45,3.1
738,Jeremiah Dhingra,Male,1998-05-13,Jaipur,Silver,2025-01-05,28,21-30,1.6
739,Samar Bali,Other,1976-09-24,Udaipur,Gold,2024-04-27,49,46-60,2.3
740,Robert Khanna,Male,1983-08-01,Lucknow,Silver,2025-04-28,43,31-45,1.3
741,Arunima Raj,Female,1978-01-11,Chennai,Regular,2025-10-15,48,46-60,0.8
742,Avni Arya,Female,1994-01-20,Jodhpur,Silver,2023-08-05,32,31-45,3.0
743,Jeevika Pillai,Female,1994-07-27,New Delhi,Silver,2024-08-05,32,31-45,2.0
744,Gunbir Menon,Male,1980-10-14,Chennai,Silver,2025-11-13,45,31-45,0.7
745,Girik Ghose,Male,1993-09-01,Jodhpur,Regular,2023-05-08,32,31-45,3.2
746,Tanish Mallick,Male,1985-08-21,Jodhpur,Silver,2023-05-19,40,31-45,3.2
747,Aarnav Narayanan,Male,1981-07-29,Surat,Silver,2025-09-25,45,31-45,0.9
748,Ganga Naidu,Female,1987-06-14,Jodhpur,Platinum,2025-04-03,39,31-45,1.3
749,Xalak Parmar,Female,1963-11-14,Surat,Silver,2025-01-23,62,60+,1.5
750,Hiral Verma,Female,1963-08-29,Jodhpur,Regular,2024-06-21,62,60+,2.1
751,Tamanna Chanda,Female,1976-04-24,Jodhpur,Silver,2025-07-29,50,46-60,1.0
752,Oni Patel,Female,1973-10-20,Ahmedabad,Regular,2025-10-09,52,46-60,0.8
753,Aarna Contractor,Female,1990-09-10,Jaipur,Silver,2024-04-19,35,31-45,2.3
754,Anusha Nagi,Female,1977-10-02,Hyderabad,Regular,2025-04-27,48,46-60,1.3
755,Sanya Kunda,Female,1984-11-25,Udaipur,Gold,2023-10-29,41,31-45,2.8
756,Yasti Trivedi,Female,1980-08-22,Bengaluru,Regular,2023-02-16,45,31-45,3.5
757,Oeshi Varkey,Female,1964-04-18,Mumbai,Regular,2023-04-13,62,60+,3.3
758,Bhavini Kade,Female,1990-10-03,Mumbai,Regular,2025-04-03,35,31-45,1.3
759,Charles Jha,Male,1984-10-15,Lucknow,Regular,2025-01-18,41,31-45,1.5
760,Balendra Dube,Male,1961-08-29,Hyderabad,Gold,2025-02-02,64,60+,1.5
761,Caleb Borah,Male,1963-01-12,Surat,Platinum,2025-04-25,63,60+,1.3
762,Jhalak Kuruvilla,Female,1978-12-07,Chennai,Regular,2024-04-25,47,46-60,2.3
763,Tarak Mutti,Male,1961-05-08,Udaipur,Silver,2024-12-18,65,60+,1.6
764,Bhavika Bath,Female,1992-02-17,Jodhpur,Platinum,2023-03-19,34,31-45,3.4
765,Maanav Mitra,Male,1987-11-20,Mumbai,Silver,2023-10-27,38,31-45,2.8
766,Sai Rana,Female,1997-08-02,Bengaluru,Silver,2023-02-02,29,21-30,3.5
767,Imaran Deshpande,Male,1994-03-12,Mumbai,Regular,2025-04-28,32,31-45,1.3
768,Eshana Misra,Female,1991-01-25,Lucknow,Regular,2025-08-31,35,31-45,0.9
769,Aashi Dhaliwal,Female,1966-02-19,Bengaluru,Silver,2023-01-06,60,46-60,3.6
770,Chaman Mody,Female,1970-01-16,Jodhpur,Regular,2025-02-28,56,46-60,1.4
771,Hitesh Sachar,Male,2001-05-05,Jodhpur,Regular,2025-06-25,25,21-30,1.1
772,Gaurika Gour,Female,1970-07-11,Ahmedabad,Regular,2025-06-08,56,46-60,1.2
773,Dakshesh Golla,Male,1990-10-14,New Delhi,Regular,2024-08-27,35,31-45,1.9
774,Vihaan Bora,Male,1973-09-02,Surat,Gold,2023-03-13,52,46-60,3.4
775,Ira Sur,Female,2003-05-30,Lucknow,Regular,2024-01-16,23,21-30,2.6
776,Chandresh Mane,Male,1988-06-20,Chennai,Regular,2025-08-16,38,31-45,1.0
777,Xavier Seshadri,Male,1975-05-14,Mumbai,Gold,2024-12-03,51,46-60,1.7
778,Rajata Mutti,Female,2003-09-24,Chennai,Regular,2023-06-29,22,21-30,3.1
779,Jatin Kant,Male,1992-08-21,Jodhpur,Silver,2024-11-13,33,31-45,1.7
780,Radha Desai,Female,1991-03-04,Hyderabad,Gold,2023-12-20,35,31-45,2.6
781,Vihaan Sehgal,Male,1976-09-25,Ahmedabad,Silver,2023-11-22,49,46-60,2.7
782,Gagan Bumb,Male,1998-06-21,Ahmedabad,Silver,2025-07-03,28,21-30,1.1
783,Indira Lall,Female,1993-08-07,Chennai,Silver,2024-10-29,33,31-45,1.8
784,Adya Tripathi,Female,1989-01-05,Ahmedabad,Silver,2025-05-15,37,31-45,1.2
785,Jagvi Bansal,Female,1985-05-30,Surat,Gold,2024-08-01,41,31-45,2.0
786,Falguni Pau,Female,1978-04-03,New Delhi,Silver,2025-08-07,48,46-60,1.0
787,Ekalinga Shetty,Male,1983-02-21,Lucknow,Silver,2023-04-07,43,31-45,3.3
788,Yashasvi Anne,Female,1990-05-30,Chennai,Silver,2025-06-22,36,31-45,1.1
789,Ekaraj Sehgal,Male,1967-10-03,Surat,Silver,2024-08-26,58,46-60,1.9
790,Warhi Parmer,Female,1962-05-30,Bengaluru,Regular,2025-03-21,64,60+,1.4
791,Bhavika Lalla,Female,1977-03-20,New Delhi,Silver,2023-02-15,49,46-60,3.5
792,Pranit Rama,Male,1981-09-22,Surat,Silver,2024-04-29,44,31-45,2.3
793,Anmol Naik,Male,1965-03-27,Ahmedabad,Gold,2025-10-28,61,60+,0.8
794,Lekha Ghosh,Female,1977-07-16,Ahmedabad,Silver,2024-02-08,49,46-60,2.5
795,Yauvani Krishnamurthy,Female,1977-07-11,Lucknow,Regular,2025-08-24,49,46-60,0.9
796,Qushi Pai,Female,1982-07-02,Jodhpur,Silver,2024-05-28,44,31-45,2.2
797,Zashil Dewan,Male,1980-05-21,New Delhi,Silver,2023-09-02,46,46-60,2.9
798,Hitesh Doctor,Male,1968-12-31,Bengaluru,Silver,2024-01-21,57,46-60,2.5
799,Jyoti Sachdeva,Female,1997-02-03,Ahmedabad,Gold,2025-02-06,29,21-30,1.5
800,Wriddhish Srinivas,Male,1970-01-27,Jodhpur,Silver,2023-06-21,56,46-60,3.1
801,Alka Kohli,Female,1962-07-14,Ahmedabad,Silver,2024-09-02,64,60+,1.9
802,Ekalinga Vala,Male,1962-05-10,Jaipur,Gold,2024-09-01,64,60+,1.9
803,Fiyaz Kuruvilla,Male,2002-02-06,New Delhi,Regular,2024-07-04,24,21-30,2.1
804,Aditya Mander,Male,2003-03-21,Pune,Regular,2023-08-19,23,21-30,3.0
805,Warda Garde,Female,1970-06-18,Pune,Regular,2024-03-13,56,46-60,2.4
806,Hemani Vaidya,Female,1972-06-29,Jaipur,Regular,2025-02-10,54,46-60,1.5
807,Vasana Biswas,Female,1970-12-07,Ahmedabad,Regular,2024-02-15,55,46-60,2.5
808,Abhiram Jain,Male,1984-02-11,Udaipur,Gold,2025-08-26,42,31-45,0.9
809,Falguni Char,Female,1968-07-29,Ahmedabad,Silver,2025-08-18,58,46-60,1.0
810,Zinal Thakur,Female,1994-06-13,Ahmedabad,Silver,2023-04-10,32,31-45,3.3
811,Aadi Sankar,Male,1984-01-31,Surat,Silver,2024-01-30,42,31-45,2.5
812,Tanish Karnik,Male,2002-10-26,Chennai,Silver,2024-05-28,23,21-30,2.2
813,Parth Chaudhari,Male,1979-09-27,Jodhpur,Platinum,2023-09-29,46,46-60,2.8
814,Benjamin Mander,Male,1987-07-07,Jaipur,Silver,2024-08-02,39,31-45,2.0
815,Ijaya Ahluwalia,Female,1992-07-02,Hyderabad,Regular,2025-04-20,34,31-45,1.3
816,Yoshita Amble,Female,1977-06-19,Surat,Gold,2023-08-07,49,46-60,3.0
817,Tara Pathak,Female,1965-05-21,Lucknow,Regular,2024-03-29,61,60+,2.4
818,Leena Wason,Female,1979-08-26,Surat,Silver,2024-01-25,46,46-60,2.5
819,Sneha Jani,Female,1979-03-09,New Delhi,Regular,2025-04-14,47,46-60,1.3
820,Praneel Prabhakar,Other,1985-10-01,New Delhi,Regular,2024-05-30,40,31-45,2.2
821,Pooja Rao,Female,1993-09-13,Jaipur,Regular,2025-06-29,32,31-45,1.1
822,Ishwar Sekhon,Male,1995-10-31,New Delhi,Silver,2025-10-07,30,21-30,0.8
823,Hredhaan Trivedi,Male,1978-08-13,Jaipur,Gold,2023-12-27,48,46-60,2.6
824,Faris Ramachandran,Male,2003-12-30,New Delhi,Silver,2023-01-06,22,21-30,3.6
825,Elijah Sinha,Male,2002-04-03,Lucknow,Gold,2024-04-08,24,21-30,2.3
826,Karan Kapadia,Male,1977-04-12,Lucknow,Platinum,2024-10-10,49,46-60,1.8
827,Suhani Verma,Female,1973-06-25,Lucknow,Regular,2025-10-23,53,46-60,0.8
828,Harita Talwar,Female,1980-05-05,Surat,Regular,2023-08-03,46,46-60,3.0
829,Gunbir Bandi,Male,1995-11-14,New Delhi,Regular,2024-06-27,30,21-30,2.1
830,Frado Banik,Male,1976-10-11,New Delhi,Gold,2024-11-28,49,46-60,1.7
831,Caleb Majumdar,Male,1995-09-04,Udaipur,Silver,2024-01-12,30,21-30,2.6
832,Samaksh Iyer,Male,1983-11-21,Jodhpur,Gold,2025-02-23,42,31-45,1.4
833,Chakradev Mane,Male,1993-04-07,Mumbai,Regular,2024-08-18,33,31-45,2.0
834,Prisha Malhotra,Female,1970-10-10,Hyderabad,Silver,2025-10-22,55,46-60,0.8
835,Netra Agrawal,Other,1972-05-04,Jodhpur,Gold,2024-03-09,54,46-60,2.4
836,Balhaar Thakur,Male,1973-10-31,Hyderabad,Silver,2025-10-05,52,46-60,0.8
837,Jeremiah Savant,Male,2004-01-24,Lucknow,Silver,2024-08-22,22,21-30,2.0
838,Omkaar Shanker,Male,1991-04-06,Bengaluru,Regular,2025-08-12,35,31-45,1.0
839,Wridesh Dada,Male,1972-03-11,Udaipur,Gold,2024-02-12,54,46-60,2.5
840,Ishwar Mutti,Male,1979-02-24,Pune,Silver,2024-01-12,47,46-60,2.6
841,Karan Kothari,Male,1973-07-08,Bengaluru,Silver,2024-02-29,53,46-60,2.4
842,Baljiwan Gokhale,Male,1982-01-13,Hyderabad,Silver,2024-01-12,44,31-45,2.6
843,Gavin Gupta,Male,1983-01-17,Mumbai,Gold,2023-08-01,43,31-45,3.0
844,Kevin Jhaveri,Male,1970-11-27,Udaipur,Regular,2025-06-08,55,46-60,1.2
845,Faras Chhabra,Male,1965-12-26,Ahmedabad,Platinum,2023-03-25,60,46-60,3.4
846,Aarush Basak,Male,1998-10-01,Mumbai,Silver,2024-01-31,27,21-30,2.5
847,Xiti Maharaj,Female,1982-09-04,Jodhpur,Gold,2025-11-14,43,31-45,0.7
848,Rushil Kapadia,Male,1994-05-07,Ahmedabad,Regular,2023-05-17,32,31-45,3.2
849,Waida Zachariah,Female,1962-01-21,Surat,Gold,2024-01-05,64,60+,2.6
850,Vasudha Dara,Female,1992-01-05,Udaipur,Silver,2024-05-04,34,31-45,2.3
851,Abha Kade,Female,1977-08-31,Hyderabad,Regular,2023-04-18,48,46-60,3.3
852,Leela Grover,Female,1985-04-11,Udaipur,Regular,2023-09-10,41,31-45,2.9
853,Onveer Pau,Male,1968-11-12,Ahmedabad,Gold,2024-03-27,57,46-60,2.4
854,Quincy Patla,Male,1999-01-13,Pune,Gold,2023-10-25,27,21-30,2.8
855,Dominic Karnik,Male,1997-03-25,Chennai,Silver,2025-02-06,29,21-30,1.5
856,Tarak Raj,Male,1969-05-31,Jodhpur,Regular,2025-05-02,57,46-60,1.3
857,Warjas Andra,Male,1968-07-15,Surat,Regular,2024-06-16,58,46-60,2.1
858,Widisha Mital,Female,1971-11-20,Lucknow,Gold,2025-07-03,54,46-60,1.1
859,Rushil Chaudhary,Male,1991-08-31,Bengaluru,Gold,2023-03-05,34,31-45,3.4
860,Vyanjana Char,Female,1980-10-31,Jodhpur,Regular,2023-12-23,45,31-45,2.6
861,Pranit Kurian,Male,1976-01-29,Hyderabad,Regular,2024-03-14,50,46-60,2.4
862,Hardik Yohannan,Male,1968-06-11,Jaipur,Gold,2025-04-11,58,46-60,1.3
863,Nicholas Uppal,Male,1982-07-12,New Delhi,Silver,2025-02-23,44,31-45,1.4
864,Sai Mangat,Female,1981-06-17,Ahmedabad,Gold,2025-10-15,45,31-45,0.8
865,Om Sama,Male,1988-12-30,Pune,Silver,2024-08-31,37,31-45,1.9
866,Chaaya Edwin,Female,1976-01-20,Surat,Gold,2023-11-30,50,46-60,2.7
867,Lila Rana,Female,1972-10-18,Jaipur,Platinum,2024-04-18,53,46-60,2.3
868,Yoshita Seshadri,Female,1979-03-22,Udaipur,Silver,2023-07-15,47,46-60,3.1
869,Dev Keer,Male,1990-05-20,Chennai,Silver,2025-09-28,36,31-45,0.8
